track,scope,config_id,year,corridor,rows,dates,brier,signals,lift,forward_delta_bps
development_2023_2025,all,oxr_full_120m_since2020,2025,KGS,242,242,0.1568371564284964,44,1.7959183673469385,62.09263125141455
development_2023_2025,all,oxr_full_120m_since2020,2025,KZT,242,242,0.15649243814396585,46,2.0824275362318847,52.73512259680674
development_2023_2025,all,oxr_full_120m_since2020,2025,TJS,242,242,0.19134452826883003,43,1.7687707641196015,75.19935517770001
development_2023_2025,all,oxr_full_120m_since2020,2025,UZS,242,242,0.14879047075351537,45,1.7925925925925932,72.39747181829493
development_2023_2025,all,oxr_full_120m_since2022,2023,AMD,242,242,0.2052611987579275,56,1.182706766917293,41.38421974752573
development_2023_2025,all,oxr_full_120m_since2022,2023,KGS,242,242,0.1941542992375005,56,1.1493161094224926,25.216033720287346
development_2023_2025,all,oxr_full_120m_since2022,2023,KZT,242,242,0.19904166666732276,58,1.265788454087563,17.36652998462376
development_2023_2025,all,oxr_full_120m_since2022,2023,TJS,242,242,0.19825950671729448,56,1.2412613981762919,26.13267332202538
development_2023_2025,all,oxr_full_120m_since2022,2023,UZS,242,242,0.20426581975723623,56,1.2736842105263155,39.96342892602703
development_2023_2025,all,oxr_full_120m_since2022,2024,AMD,243,243,0.195991076814404,52,1.4294117647058824,30.212204441873897
development_2023_2025,all,oxr_full_120m_since2022,2024,KGS,243,243,0.20346315140324076,48,1.2375000000000003,33.598815148399176
development_2023_2025,all,oxr_full_120m_since2022,2024,KZT,243,243,0.19827477269053598,60,1.1838461538461535,-0.20982679125360473
development_2023_2025,all,oxr_full_120m_since2022,2024,TJS,243,243,0.1949332911862412,55,1.1955080213903744,17.660946665359543
development_2023_2025,all,oxr_full_120m_since2022,2024,UZS,243,243,0.1809368092349453,51,1.4294117647058824,33.72823555962276
development_2023_2025,all,oxr_full_120m_since2022,2025,AMD,242,242,0.16119586730915775,39,1.4049346879535565,58.74256159094411
development_2023_2025,all,oxr_full_120m_since2022,2025,KGS,242,242,0.15603075805703115,52,1.6145996860282572,45.292723921142006
development_2023_2025,all,oxr_full_120m_since2022,2025,KZT,242,242,0.15646018770381973,51,1.5816993464052291,37.26425040389734
development_2023_2025,all,oxr_full_120m_since2022,2025,TJS,242,242,0.19399472429763412,46,1.653416149068323,60.43060699766554
development_2023_2025,all,oxr_full_120m_since2022,2025,UZS,242,242,0.14952501040128274,44,1.4895833333333337,65.61677000444408
development_2023_2025,all,oxr_full_24m_delay24h,2023,AMD,242,242,0.22739852578063824,52,1.175708502024291,14.565007274619775
development_2023_2025,all,oxr_full_24m_delay24h,2023,KGS,242,242,0.21166984570788364,46,1.2872340425531912,37.53501039154255
development_2023_2025,all,oxr_full_24m_delay24h,2023,KZT,242,242,0.21267138356293203,36,1.5106117353308364,70.15320193410274
development_2023_2025,all,oxr_full_24m_delay24h,2023,TJS,242,242,0.21694440986146213,48,1.1799645390070923,25.14993761077142
development_2023_2025,all,oxr_full_24m_delay24h,2023,UZS,242,242,0.22209717009865676,48,1.220614035087719,38.659605670502465
development_2023_2025,all,oxr_full_24m_delay24h,2024,AMD,243,243,0.20101597208048344,60,1.048235294117647,0.988303912254338
development_2023_2025,all,oxr_full_24m_delay24h,2024,KGS,243,243,0.20216566934368466,47,1.2063829787234044,38.83617288112526
development_2023_2025,all,oxr_full_24m_delay24h,2024,KZT,243,243,0.1995158700716471,58,1.2246684350132624,10.980268699843954
development_2023_2025,all,oxr_full_24m_delay24h,2024,TJS,243,243,0.20192352573749936,48,1.1911764705882353,25.999261746291083
